Battenberg	Tumor_Barcode	PGA	PGA_Subclonal	PGA_TETRA	PGA_LOH	PGA_Haploid_LOH	MCN	MCN_WGD	MCN_CHR	DPClust_Mutations	ASCAT_Purity	ASCAT_Ploidy	BB_Purity	BB_Ploidy	CCUBE_Purity	GOF	High_Purity	WGD_MP2_Number	WGD_MP2_Ratio	WGD_EVEN_Ratio	nWGD_CCF_MCluster	nWGD_CCF_MCluster_Detail	nWGD_Substantial_Segment	nWGD_Substantial_Segment_Detail	Super_Cluster_1	Super_Cluster_5	Super_Cluster_10	Homozoygous_Deletion	Homozoygous_Deletion2	Homozoygous_Deletion_Detail	DPCLUST_Detail	Cluster_ChrEnrich	Cluster_Signatures
Battenberg_0	TCGA-55-8614-01A	0.9480388302904001	0.056279776814671195	0.3231118122517641	0.18572514620046174	0	0.9480388302904001	WGD	22	34040	0.32	4.13512164172917	0.32	3.96226122374704		0.901656554733204		1356	0.306047197640118	0.5458352870833743	0		0		0	0	0	0	N		C3|1.03(1.03-1.04)|33861	C3|chr2|0.10	C3|SBS40|0.91; ALL|SBS40|0.91
Battenberg_0	TCGA-50-5066-01A	0.836308897439255	0.49775939562093907	0.05917736588940839	0.42349574832677256	0.04534347373468973	0.7904235026001493	WGD	18	48938	0.25	2.3205470794728	0.24375	2.62255166640253	0.4981576451582521	0.341014961222155		3144	0.38549618320610685	0.40349666604123463	0		6	chr1:52.54|chr2:44.37|chr16:36.74|chr17:22.34|chr19:15.79|chr19:13.73	1	1	1	0	N	chr6:1:1.56	C1|1.17(1.16-1.17)|48864	C1|chr2|0.12	C1|SBS4|0.96; ALL|SBS4|0.96
Battenberg_0	TCGA-MP-A4T2-01A	0.7036931137318543	0.47939465264742215	0	0.5149634087741537	0.19163384637679506	0.5120592673550591	WGD	12	11566	0.28	2.27928944634398	0.28728	1.90912649073342	0.6445089172038322	0.20892676846018		0		0.31039301312894513	0		2	chr18:59.28|chr21:38.75	2	1	1	0	N		C1|2.30(1.53-2.54)|521; C2|1.54(0.94-2.21)|1527; C3|0.95(0.59-1.54)|8843; C4|0.59(0.55-0.96)|641	C1|chr2|0.25; C2|chr4|0.14; C3|chr5|0.09; C4|chr5|0.25	C1|SBS40|0.86; C2|SBS40|0.87; C3|SBS2|0.81; C4|SBS2|0.89; ALL|SBS2|0.79
Battenberg_0	TCGA-55-7574-01A	0.9440335275255239	3.6639935943199307e-4	0.11069891305978381	0.29910336652342534	0	0.9424460210772716	WGD	22	54270	0.1	4.67739072885654	0.1001	4.48038642218241	0.15895685491134756	0.999854515850611		0		0.35170795673843686	0		0		1	1	1	0	N		C4|1.20(1.20-1.21)|54108	C4|chr2|0.10	C4|SBS40|0.80; ALL|SBS40|0.80
Battenberg_0	LU-FF79_tumor	0.22217873559790066	0.07804731555199504	0	0.20069760888286584	0.14527104657303205	0.07681548211716042	nWGD	2	12116	0.32	2.01710457999748	0.33376	1.82429524966964	0.5934869731436795	0.157498247411867		0		0.05633968516831218	0		0		1	1	1	0	N	chr3:1:0.27	C1|1.11(1.10-1.12)|11879	C1|chr2|0.10	C1|SBS40|0.86; ALL|SBS40|0.85
Battenberg_0	EBUS230413A_11R	0.8921663155209975	0.009864479995221373	0.10995184370549352	0.14823732361140643	0.01668663325319798	0.8754796822677995	WGD	21	2531	0.1	4.36354053875886	0.1049	4.43439456612209	0.5160042230671585	0.978948882359152		0		0.24338130277186282	0		1	chr6:28.36	1	1	1	0	N		C2|1.27(1.25-1.28)|2506	C2|chr2|0.12	C2|SBS5|0.84; ALL|SBS5|0.84
Battenberg_0	LU-FF85_tumor	0.9056780878462436	0.12549349217353215	0.06224599765620576	0.18224194630530705	0.001935358279785982	0.9037427295664576	WGD	22	51756	0.22	3.4388296182388	0.21428	3.37640092923502	0.48028388286540674	0.843688050479296		2195	0.18223234624145787	0.24044846917701632	0		3	chr5:44.29|chr12:16.75|chr12:61.87	1	1	1	0	N		C1|1.18(1.15-1.20)|51606	C1|chr2|0.10	C1|SBS4|0.96; ALL|SBS4|0.96
Battenberg_0	TCGA-75-6214-01A	0.734817636832827	0.46881267316820924	0.03828636225911318	0.29985545629531846	0.06536992022569904	0.7035712543181046	WGD	19	128410	0.58	2.66094888701804	0.57536	2.64878917834482		0.287263432779862		6171	0.2539296710419705	0.2621192657876351	0		10	chr1:25.44|chr1:48.37|chr2:28.45|chr3:18.67|chr5:10.3|chr7:10.98|chr10:20.61|chr13:41.39|chr20:14.05|chr21:10.52	0	0	0	0	N	chr8:1:1.96|chr9:2:2.72	C2|1.00(NA-NA)|111493; C4|0.33(NA-NA)|15666	C2|chr4|0.09; C4|chrX|0.13	C2|SBS4|0.91; C4|SBS40|0.85; ALL|SBS4|0.88
Battenberg_0	TCGA-78-7152-01A	0.17012367619887472	0.04576664568457922	0	0.09137769910370155	0.08917703487740972	0.08088962361251925	nWGD	2	27185	0.56	1.97167689723381	0.54936	1.95217156998281	0.6706023348666725	0.737793950123711		0		0.0012770019416446375	0		0		0	0	0	0	N	chr6:1:0.16	C1|0.99(0.72-1.06)|20424; C2|0.71(0.31-1.00)|1241; C4|0.31(0.29-0.68)|5361	C1|chr2|0.10; C2|chr2|0.09; C4|chr1|0.09	C1|SBS40|0.83; C2|SBS2|0.74; C4|SBS2|0.78; ALL|SBS40|0.75
Battenberg_0	TCGA-64-5781-01A	0.9495081262665154	0.09052499049867305	0.3695788167520059	0.37410387978744014	0	0.9467871791269263	WGD	22	219671	0.24	3.69155606399221	0.23448	3.66245679315301		0.846818677242757		10227	0.598611518529383	0.8311424133403641	0		0		1	1	1	0	N		C1|1.12(NA-NA)|219162	C1|chr2|0.10	C1|SBS4|0.94; ALL|SBS4|0.94
Battenberg_0	LU-SC126_tumor	0.16580268231245826	0.033029327558039466	0	0.1340778695420809	0.08606913426183571	0.07973354805062256	nWGD	2	3973	0.2	2.00962655387947	0.202	2.0119424333046	0.3414351309344005	0.686981464472317		0		0.04952823242861297	0		1	chr5:46.14	0	0	0	0	N		C3|1.02(1.02-1.04)|3943	C3|chr5|0.09	C3|SBS40|0.82; ALL|SBS40|0.82
Battenberg_0	16MH0041_M1	0.9466663854344867	0.2502392001332392	0.02550288526694676	0.3081838227538074	3.2233135192050335e-7	0.9451752290237571	WGD	22	20059	0.22	4.57755374874729	0.23056	4.44434829668348	0.4040672832300736	0.664751457099961		123	0.6016260162601627	0.07876089180810401	0		2	chr6:16.18|chr10:133.57	1	0	0	0	N		C1|1.50(1.00-1.52)|446; C2|1.00(1.00-1.01)|19109; C3|0.39(0.39-1.01)|389	C1|chrX|0.85; C2|chr2|0.10; C3|chr2|0.13	C1|SBS4|0.92; C2|SBS4|0.88; C3|SBS40|0.74; ALL|SBS4|0.88
Battenberg_0	TCGA-55-6984-01A	0.16234315469825378	0.0017101591752485198	0	0.07664591781923585	0.06015465701745737	0.10751054447615697	nWGD	1	2260	0.43	2.05609069400324	0.42011	2.10228684110922	0.5958548550763062	0.64107166876582		0		0.015471995415759525	0		0		0	0	0	0	N		C1|1.06(1.00-1.10)|2251	C1|chr1|0.08	C1|SBS5|0.80; ALL|SBS5|0.80
Battenberg_0	TCGA-05-4396-01A	0.26507946732140897	0.0929793973862112	0	0.2403603364075019	0.19089701859295224	0.07366766569663054	nWGD	1	39816	0.8	1.89250836412783	0.804	1.82233891119928	0.9439126558873645	0.572564307466361		0		0.051830257153708356	0		0		0	0	0	0	N	chr21:1:1.27|chr5:1:0.21	C4|1.00(0.95-1.02)|38792; C6|0.32(0.18-0.62)|583	C4|chr2|0.10; C6|chr1|0.22	C4|SBS4|0.94; C6|SBS40|0.86; ALL|SBS4|0.94
Battenberg_0	TCGA-73-4659-01A	0.8902648299189317	0.16171535056321268	0.2802273577370301	0.12338333085585058	0.0025847760229463974	0.8876800538959854	WGD	21	28041	0.35	3.58597516023328	0.35	3.25489257923016	0.3710691476866859	0.684402063015151		913	0.37349397590361444	0.3761386668208931	0		0		1	1	1	0	N		C1|1.12(1.11-1.12)|27922	C1|chr2|0.09	C1|SBS4|0.97; ALL|SBS4|0.97
Battenberg_0	LU-FF23_tumor	0.22897478573952929	0.22517814405102732	0	0.012644635319202792	0.008238606249765325	0.20992253199927174	nWGD	4	3719	0.62	2.31439807782303	0.62868	2.26668084853406	0.5504275216889377	3.07511705579507e-4		0		0.00357700966448761	1	nMut = 1412; Ratio = 0.38	19	chr1:17.67|chr4:189.96|chr5:46.35|chr5:131.13|chr6:28.36|chr6:65.17|chr6:16.53|chr6:12.89|chr7:159.13|chr11:50.62|chr11:80.53|chr12:14.73|chr12:98.34|chr16:36.21|chr16:43.7|chr17:22.56|chr17:56.56|chr20:53.75|chrX:13.94	0	0	0	0	N		C1|0.86(0.50-0.93)|2281; C2|0.52(0.40-0.87)|1412	C1|chr4|0.12; C2|chr2|0.14	C1|SBS40|0.79; C2|SBS40|0.78; ALL|SBS40|0.79
Battenberg_0	LU-FF37_tumor	0.2546343144758439	0.0036713920391170823	0.059792556839035484	0.010912492617882094	0.0073434554644175405	0.20782484163150994	nWGD	5	1119	0.74	2.31081802110333	0.7511	2.24595332954885	0.7057059952747541	0.787613445751547		0		0.06971244866898564	1	nMut = 289; Ratio = 0.26	0		0	0	0	0	N	chr8:1:0.32	C1|0.98(0.51-1.07)|818; C2|0.51(0.46-0.99)|289	C1|chr5|0.10; C2|chrX|0.10	C1|SBS5|0.74; C2|SBS5|0.78; ALL|SBS5|0.77
Battenberg_0	LU-FF43_tumor	0.9533066748897299	0.3220399023535011	0.2051963484613947	0.4495022294503245	3.9185396856820037e-4	0.9489163679127959	WGD	22	3705	0.34	3.92552410977814	0.35156	3.6899920409839		0.564814968141733		122	0.2786885245901639	0.2892411699394247	0		8	chr4:33.52|chr5:47.05|chr6:34.53|chr6:14.29|chr7:34.34|chr18:15.17|chr18:59.3|chr20:26.31	0	0	0	0	N	chr9:5:8.18	C1|1.07(1.06-1.08)|3686	C1|chr2|0.10	C1|SBS5|0.88; ALL|SBS5|0.88
Battenberg_0	TCGA-62-8399-01A	0.7292168438719874	0.28647166364874016	0.04723453777705513	0.486938395436439	0.09393269705545568	0.6352841468165317	WGD	15	77905	0.54	2.31777777661895	0.53784	2.26141282160838	0.7091631400077446	0.572961472200334		2592	0.36766975308641975	0.39233416489695105	0		9	chr3:13.25|chr3:177.15|chr9:52.91|chr9:24.75|chr13:95.86|chr14:16.51|chr14:23.32|chr21:25.4|chr22:16.18	0	0	0	0	N	chr14:1:3.06	C2|0.99(NA-NA)|74218; C4|0.41(NA-NA)|3154	C2|chr1|0.11; C4|chr2|0.16	C2|SBS40|0.82; C4|SBS17b|0.85; ALL|SBS40|0.83
Battenberg_0	EBUS270313A_P	0.7962399781296533	0.5144920215454412	0.05534502948343135	0.2277414599573906	0	0.7962399781296533	WGD	17	49580	0.27	2.82066420267201	0.25866	3.08989017168943	0.4874158297411668	0.295902227256937		1377	0.41830065359477125	0.25000675576827364	0		7	chr2:17.25|chr3:12.12|chr4:110.12|chr15:37.89|chr17:16.09|chr18:15.34|chr22:39.71	0	0	0	0	N		C2|1.07(1.07-1.08)|49446	C2|chr2|0.10	C2|SBS4|0.89; ALL|SBS4|0.89
Battenberg_0	S01478_20100601_TPD_01.01	0.9147110900207726	0.17382531841317056	0.2681687815120398	0.23388215305438714	6.310330572409346e-4	0.9140575404537125	WGD	22	74586	0.46	3.51514549792352	0.46138	3.2782441652322998	0.6100967733620958	0.750481659890761		5728	0.2809008379888268	0.527695254999943	0		4	chr4:19.52|chr4:98.42|chr8:67.63|chr15:37.84	0	0	0	0	N	chr19:1:0.06	C3|1.03(1.03-1.03)|74248	C3|chr2|0.10	C3|SBS4|0.93; ALL|SBS4|0.93
Battenberg_0	LU-42_tumor	0.9473104425020892	0.07774912649246243	0.5144170563677357	0.1088148783943496	0	0.9473104425020892	WGD	22	464	0.15	3.44115193793474	0.15	3.42653292563958	0.42583441836516395	0.822112509580749		37	0.3783783783783784	0.6499149305982546	0		0		1	1	1	0	N		C1|1.56(1.50-1.61)|463	C1|chr1|0.13	C1|SBS5|0.75; ALL|SBS5|0.74
Battenberg_0	TCGA-55-6979-01A	0.9174853767808555	0.24323666533499388	0.30095052774050307	0.24539947076563792	0.011369044460323698	0.9024047664486767	WGD	20	33660	0.19	3.3348369436622	0.18221	3.26674843598279	0.3021027729255377	0.703076003937233		6110	0.2729950900163666	0.5061482911281074	0		2	chr2:101.49|chr10:13.26	1	1	1	0	N		C3|1.16(1.16-1.17)|33531	C3|chrX|0.10	C3|SBS40|0.80; ALL|SBS40|0.80
Battenberg_0	TCGA-91-6840-01A	0.784122114778046	0.18061417020413806	0.08082509819921138	0.3787644747434097	0.04709016878136285	0.7239702362147132	WGD	17	15477	0.64	2.7786088291735	0.6368	2.64607736281981	0.7508927858961532	0.737542117676374		1193	0.10310142497904443	0.31136227139115125	0		0		0	0	0	0	N	chr18:1:0.22|chr8:1:0.86	C1|1.00(0.99-1.01)|15404	C1|chr2|0.09	C1|SBS13|0.77; ALL|SBS13|0.77
Battenberg_0	TCGA-44-4112-01A	0.33563528781194224	0.09267833449788374	0.0011843351250600462	0.19450986356816793	0.11563158503960982	0.2319444180802072	nWGD	3	75467	0.56	2.09481270056262	0.57456	2.08165504534187	0.7196416132528508	0.745487312520069		59	0.3728813559322034	0.07513173028637864	0		1	chr5:72.71	0	0	0	0	N		C2|0.96(NA-NA)|71570; C5|0.32(NA-NA)|3045	C2|chr2|0.09; C5|chr2|0.11	C2|SBS4|0.97; C5|SBS40|0.79; ALL|SBS4|0.97
Battenberg_0	TCGA-73-4666-01A	0.8412496581040093	0.2584426056219061	0.11092134016810098	0.29222766993695953	0.03642310987824094	0.8160184205286831	WGD	19	45969	0.46	3.18709160654984	0.4554	2.78760368395534	0.5898881042318402	0.584149325012576		2334	0.455012853470437	0.34211586605080313	0		4	chr2:58.81|chr4:25.83|chr9:33.23|chr13:10.55	0	0	0	0	N		C1|1.09(1.08-1.09)|45686	C1|chr2|0.09	C1|SBS4|0.97; ALL|SBS4|0.97
Battenberg_0	TCGA-55-7570-01A	0.32106839176831575	0.05984368414536095	0	0.2962407819553147	0.21435544060905024	0.10591881523184808	nWGD	3	70859	0.57	1.76989262192709	0.56202	1.7397018636138	0.7319928743530417	0.609501753384664		0		0.07830881282545847	0		0		0	0	0	0	N	chr5:2:2.28	C3|1.00(0.99-1.01)|69356; C6|0.29(0.26-0.51)|978	C3|chr2|0.11; C6|chr2|0.11	C3|SBS40|0.86; C6|SBS40|0.91; ALL|SBS40|0.86
Battenberg_0	TCGA-50-5931-01A	0.9469164244955534	0.4341971493432914	0.4281282293252711	0.20028846894226754	0	0.9452730971458595	WGD	22	55517	0.78	3.61743730141085	0.77922	3.46177196699746		0.418240736299019		12468	0.7100577478344562	0.6515640687978002	0		4	chr4:42.81|chr16:36.23|chr16:22.11|chr16:15.82	0	0	0	0	N	chr10:1:0.05|chr13:1:0.07|chr3:1:0.58	C4|1.00(0.99-1.00)|54050; C6|0.31(0.29-1.00)|1128	C4|chrX|0.12; C6|chrX|0.17	C4|SBS4|0.91; C6|SBS5|0.78; ALL|SBS4|0.90
Battenberg_0	LU-FF71_tumor	0.14957522933791337	0	0	0.12716784572192655	0.12218155583988592	0.027393673498027456	nWGD	1	279	0.1	1.86033636801943	0.105	1.84772129967043	0.2037147092898453	0.438076766152528		0		0.003720204908879904	0		3	chr6:137.09|chr9:43.13|chr12:33.07	1	1	1	0	N		C1|1.87(1.79-1.97)|278	C1|chr5|0.11	C1|SBS40|0.78; ALL|SBS40|0.78
Battenberg_0	E01317102	0.9055160678736223	0.2510786717241773	0.2743499577360088	0.19278738486885386	0.0241645417395688	0.8920447180201527	WGD	21	31736	0.51	3.57713898553234	0.52938	3.38495725203479		0.589165678482785		1652	0.3268765133171913	0.514913908775711	0		3	chr11:50.61|chr11:80.52|chr12:27.93	0	0	0	0	N		C2|0.98(0.93-1.04)|29628; C3|0.45(0.41-0.99)|1955	C2|chr2|0.10; C3|chr8|0.12	C2|SBS40|0.85; C3|SBS40|0.74; ALL|SBS40|0.85
Battenberg_0	TCGA-55-8301-01A	0.676104798597738	0.3022361106075268	0.14953441683778002	0.32527592762783936	0.008280441181623834	0.6678243574161141	WGD	16	49048	0.25	2.65550822362652	0.23875	2.81629646491078	0.3240953088572034	0.375490996124372		4943	0.20008092251669027	0.4846731093959353	0		5	chr3:68.82|chr6:40.93|chr6:14.92|chr12:30.87|chr19:10.53	0	0	0	0	N		C1|1.08(1.07-1.08)|48856	C1|chr2|0.10	C1|SBS4|0.91; ALL|SBS4|0.91
Battenberg_0	TCGA-78-7535-01A	0.9506939172326463	0.09109650725256208	0.2341015087643491	0.5133809946553483	0	0.9506939172326463	WGD	22	22485	0.61	2.71544791086752	0.6161	2.5376328320852		0.867901600503401		22	0.4090909090909091	0.7519459306414187	0		0		0	0	0	0	N		C1|1.01(1.00-1.01)|22353	C1|chr2|0.13	C1|SBS4|0.85; ALL|SBS4|0.85
Battenberg_0	TCGA-44-6147-01A	0.8719700955606917	0.5782154704171532	0.0961587668207152	0.38242373234330096	0.1405289941212987	0.765857598039908	WGD	17	18624	0.35	2.77668342272076	0.34965	2.56517586604514		0.33719670423978		3026	0.35062789160608065	0.33996309934193336	0		0		1	1	1	0	N		C1|1.29(1.27-1.31)|18525	C1|chr2|0.09	C1|SBS4|0.97; ALL|SBS4|0.97
Battenberg_0	TCGA-50-5932-01A	0.3636698819111095	0.14795030498074288	0.0013633564956422308	0.29263624647222014	0.27565190450706134	0.08780116882317254	nWGD	0	12284	0.84	1.80022308762315	0.85764	1.71441660764855	0.9230902149667919	0.573054247077633		0		0.01791637546816808	0		0		0	0	0	3	Y	chr12:1:3.66|chr6:1:100.61|chr9:3:138.05	C3|1.01(0.85-1.08)|11942; C4|0.44(0.25-0.85)|124; C5|0.26(0.16-0.46)|147	C3|chr4|0.10; C4|chr9|0.14; C5|chr21|0.23	C3|SBS4|0.95; C4|SBS4|0.72; C5|SBS4|0.82; ALL|SBS4|0.95
Battenberg_0	TCGA-05-4432-01A	0.8450248747381359	0.49989378788231476	0.21616213252216845	0.1451515071580543	0.015008959706561157	0.8300159150315747	WGD	19	75358	0.36	3.38748191785975	0.35316	3.23115747158551	0.6082490963261241	0.347768576029446		16600	0.23012048192771084	0.32691057050591055	0		2	chr1:78.62|chr20:11.09	1	1	1	0	N		C2|1.14(NA-NA)|75047	C2|chr2|0.10	C2|SBS4|0.96; ALL|SBS4|0.96
Battenberg_0	TCGA-49-6743-01A	0.8325772654470905	0.0016498601180743556	0.12604460559748082	0.30295590647288523	0.02186210975746962	0.8004348632132654	WGD	20	150977	0.27	2.9176955020018	0.26649	2.86853772539857	0.38539279140546495	0.998393146431662		0		0.3847838473933284	0		0		0	0	0	0	N	chr13:1:0.56|chr5:1:3.45	C2|1.05(NA-NA)|150545	C2|chr2|0.10	C2|SBS40|0.85; ALL|SBS40|0.85
Battenberg_0	TCGA-49-6742-01A	0.9485603910577687	0.2658908282831859	0.38826586645542654	0.05842631550439924	0	0.94820799854867	WGD	22	45967	0.48	3.50722643722883	0.49248	3.46120575220103		0.589493909668025		4472	0.1283542039355993	0.46912989365094665	1	nMut = 5745; Ratio = 0.12	6	chr1:103.53|chr8:101.98|chr11:50.61|chr11:80.5|chr13:18.21|chr20:64.22	0	0	0	0	N	chr9:2:1.01	C1|0.96(0.51-0.98)|40077; C2|0.51(0.50-0.97)|5745	C1|chr1|0.10; C2|chr2|0.13	C1|SBS2|0.71; C2|SBS17b|0.81; ALL|SBS40|0.70
Battenberg_0	S01345_20100601_TPD_01.01	0.9050170318483748	0.08800991375614305	0.2361920909619609	0.27536213248655106	1.4816826938709356e-4	0.9048688635789877	WGD	21	30074	0.26	3.30751664367814	0.25636	3.39994838762815	0.39661695860215274	0.847065409825446		0		0.42815141391404193	0		0		0	0	0	0	N	chr9:1:0.43	C3|1.09(1.09-1.10)|29887	C3|chr1|0.11	C3|SBS2|0.79; ALL|SBS2|0.79
Battenberg_0	17MH0022_P1	0.8031797007166941	0.5139853898136475	0.020104230400473506	0.5680549517983873	0.2553178150978384	0.5375783832367654	WGD	15	94459	0.61	2.1857901797194	0.61915	2.07762434952296	0.6552152537390427	0.298864108068984		934	0.5642398286937902	0.32527129051100884	1	nMut = 4821; Ratio = 0.05	11	chr2:15.31|chr4:29.46|chr7:41|chr7:23.25|chr7:11.01|chr11:17.95|chr13:46.53|chr15:41.06|chr15:11.65|chr19:22.86|chr21:41.45	0	0	0	2	Y	chr11:1:10.18|chr13:1:0.06|chr3:1:0.05|chr4:1:29.46|chr5:1:1.28	C5|0.99(NA-NA)|76066; C6|0.81(NA-NA)|1338; C7|0.66(NA-NA)|1214; C8|0.46(NA-NA)|4821; C9|0.18(NA-NA)|10304	C5|chr2|0.10; C6|chr8|0.14; C7|chr5|0.13; C8|chr8|0.16; C9|chr2|0.10	C5|SBS4|0.94; C6|SBS40|0.85; C7|SBS40|0.84; C8|SBS40|0.84; C9|SBS17b|0.91; ALL|SBS4|0.88
Battenberg_0	TCGA-44-3917-01A	0.9248296062364211	0.5802652899660823	0.10187545191321551	0.44547683048805053	0.04820678726912055	0.9202222373640886	WGD	22	21754	0.37	3.34597909426008	0.38702	2.57916682985041		0.376797237110456		3358	0.5104228707564026	0.6077065673677962	0		0		1	1	1	0	N	chr20:1:0.98|chr21:1:0.82|chrX:1:0.68	C1|1.28(1.27-1.29)|21678	C1|chr1|0.11	C1|SBS4|0.95; ALL|SBS4|0.95
Battenberg_0	TCGA-62-A470-01A	0.8979785176614595	4.96714867478251e-4	0.27154107259634347	0.2530161443163229	0.0026242643498677076	0.8952332808538944	WGD	21	17078	0.59	3.0054711321062	0.59708	2.94618532532758	0.5802953225975068	0.994188092186283		13	0.07692307692307693	0.5498130459779147	0		0		0	0	0	0	N	chr21:1:0.35	C2|0.98(0.79-0.99)|15271; C4|0.35(0.33-0.98)|1640	C2|chr2|0.10; C4|chr2|0.09	C2|SBS40|0.92; C4|SBS40|0.90; ALL|SBS40|0.92
Battenberg_0	LU-FF56_tumor	0.583914290533026	0.10407236229630072	0.04367190696742873	0.3254211800726831	0.1268100914765359	0.4570612070792497	nWGD	9	16931	0.37	2.41845645760726	0.36852	2.36779704334523	0.6025646376976792	0.734474671942739		0		0.1622380234084976	0		0		0	0	0	0	N	chr20:1:0.12|chr8:1:2.72	C2|0.99(0.99-1.00)|16884	C2|chr2|0.12	C2|SBS40|0.89; ALL|SBS40|0.89
Battenberg_0	LU-SC81_tumor	0.926700640195348	0.1679634133424991	0.08675662085440802	0.23403257558345042	0.01122162188545791	0.9154790183098901	WGD	21	5568	0.4	3.06514035943094	0.382	3.08871441440205	0.4369989837544838	0.796580086545846		159	0.07547169811320754	0.29450932888029324	0		3	chr7:26.02|chr19:24.08|chr22:25.03	1	1	1	0	N		C1|1.15(1.14-1.16)|5549	C1|chr2|0.10	C1|SBS40|0.80; ALL|SBS40|0.80
Battenberg_0	LU-FF21_tumor	0.8109193910366844	0.35095886320616937	0.041502661359819566	0.32961807772682183	0.05723594365654171	0.7416972483954045	WGD	14	4946	0.37	2.76881755989047	0.36445	2.64376055414548	0.5251430471713702	0.496386686912772		197	0.17258883248730963	0.24469509764651792	0		3	chr17:22.34|chr18:10.54|chr22:15.93	0	0	0	0	N		C1|0.96(0.91-1.01)|4917	C1|chr5|0.10	C1|SBS40|0.88; ALL|SBS40|0.88
Battenberg_0	LC1-tumor-2	0.9401664985013636	0.25145208913122247	0.0031719796945355646	0.6366717252706794	1.672962401172494e-4	0.939754495893446	WGD	22	13361	1	3.24026157779116	1	2.9549430269049	0.8355674991313815	0.746713460297871	BB_Purity|ASCAT_Purity	45	0.15555555555555556	0.3201716473255749	1	nMut = 987; Ratio = 0.07	0		0	0	0	0	N	chr9:1:0.59	C1|0.97(0.67-0.98)|12252; C3|0.45(0.31-0.97)|987	C1|chr1|0.10; C3|chr4|0.20	C1|SBS13|0.75; C3|SBS13|0.73; ALL|SBS13|0.75
Battenberg_0	TCGA-44-8120-01A	0.42990894945341873	0.07266292327201071	0	0.38890135307552715	0.30273806164614614	0.12717088780727262	nWGD	2	102892	0.54	1.67584729220367	0.54054	1.64517293328532	0.6984579412818934	0.495424788485081		0		0.09072398066394967	0		1	chr3:151.1	0	0	0	0	N		C2|1.01(NA-NA)|100236; C4|0.30(NA-NA)|2043	C2|chr2|0.11; C4|chr2|0.12	C2|SBS4|0.97; C4|SBS40|0.90; ALL|SBS4|0.97
Battenberg_0	16MH0053_P	0.9384934120393137	0.2346607655117617	0.48624942606204297	0.022886290145066573	0.020293277952567287	0.9181204725637011	WGD	21	25292	0.15	3.47824879151311	0.1425	3.51387504810473	0.16817546830379082	0.563010185566013		2169	0.09774089442139235	0.5147432484757465	0		6	chr1:62.5|chr4:64.27|chr12:133.06|chr17:18.73|chr20:35.07|chr21:18.82	1	1	1	0	N	chr1:1:0.23	C1|1.16(1.15-1.17)|25256	C1|chr2|0.12	C1|SBS40|0.87; ALL|SBS40|0.87
Battenberg_0	TCGA-35-5375-01A	0.9417396169294967	0.04560637307377398	0.03621111056928338	0.40481459856423685	0.005407064963633783	0.934994116500506	WGD	22	75896	0.55	4.71419463528347	0.53955	4.43134267570559		0.949711391151392		256	0.39453125	0.34884551876989506	0		0		0	0	0	0	N	chr4:1:0.46|chr9:1:3.39	C3|1.00(NA-NA)|75301	C3|chr2|0.11	C3|SBS40|0.88; ALL|SBS40|0.88
Battenberg_0	LU-FF86_tumor	0.8765652146926058	0.09678061592102094	0.268758205570173	0.11641633123341408	0	0.8712589053718073	WGD	20	3072	0.24	3.20029449190846	0.23448	3.12316297562707	0.26309798525625255	0.889123694776791		460	0.15869565217391304	0.39782101073136383	0		0		1	1	1	0	N		C1|1.12(1.10-1.12)|3049	C1|chrX|0.11	C1|SBS5|0.81; ALL|SBS5|0.81
Battenberg_0	17MH0022_4L	0.9196981072067759	0.15974958534300213	0.05966988110693598	0.542472855776109	0.013933690014930016	0.9057096220904192	WGD	22	79020	0.42	3.83067364640676	0.41412	3.75829200862937	0.5281136943327949	0.820937366395112		2877	0.624261383385471	0.37305033075417704	0		7	chr5:10.28|chr5:12.02|chr5:16.24|chr9:47.93|chr19:31.21|chr20:23.67|chr20:12.75	0	0	0	0	N	chr13:1:0.06|chr3:1:0.05|chr8:1:0.05	C4|0.99(NA-NA)|76714; C6|0.38(NA-NA)|2007	C4|chr2|0.10; C6|chr5|0.11	C4|SBS4|0.93; C6|SBS40|0.79; ALL|SBS4|0.92
Battenberg_0	TCGA-55-6982-01A	0.702202668317195	0.026909911435924323	0.05051810728256133	0.2494559794872049	0.044752248348360876	0.6437875193583984	WGD	16	30476	0.25	2.76451261669211	0.25425	2.63824724255066	0.3814043245495996	0.950984312402639		0		0.21573378972646146	0		0		0	0	0	0	N	chr18:1:1.73|chr5:2:4.34	C3|1.03(1.02-1.03)|30414	C3|chr2|0.09	C3|SBS2|0.82; ALL|SBS2|0.82
Battenberg_0	AEIUFAVJ	0.9539086443606176	0.12220669922746251	0.6012750352084565	0.1278000406155319	0	0.952812796458756	WGD	22	29432	0.48	3.74384595184106	0.48192	3.68589316762325	0.49224696529026757	0.744595244970642		3736	0.5417558886509636	0.7970966229028378	0		3	chr6:25.75|chr13:95.97|chr14:87.15	0	0	0	0	N		C3|1.00(0.99-1.09)|27959; C4|0.38(0.37-1.00)|1349	C3|chrX|0.11; C4|chrX|0.11	C3|SBS4|0.93; C4|SBS40|0.88; ALL|SBS4|0.93
